id,person_weight,sex_of_respondent,sex_of_partner,personal_income_group,household_income_group,number_young_children_in_home,number_children_in_home,age_group_children,duration_sleeping_resting_relaxing_sick_in_bed,duration_personal_care,duration_health_professional_visit_consultation,duration_self_administered_medical_care,duration_meal_lunch_or_snack_preparation,duration_eating_or_drinking,duration_transport_to_and_from_activity,duration_paid_work,duration_looking_for_paid_work,duration_other_income_generating_activities,duration_paid_training,duration_break_or_lunch,duration_schooling_on_site,duration_schooling_online,duration_homework_or_studying,duration_self_development_or_leisure_courses,duration_preserving_foods,duration_indoor_house_cleaning,duration_garbage_recycling_unpacking_goods,duration_laudry_ironing_sewing_shoe_care,duration_repair_painting_removation,duration_organizing_planning_paying_bills,duration_packing_unpacking_groceries_luggage_boxes,duration_outdoor_maintenance,duration_planting_maintaining_garden_or_house_plants,duration_pet_care,duration_personal_care_of_child_14_under,duration_accompanying_care_of_child_14_under,duration_personal_care_of_child_15_plus,duration_accompanying_care_of_child_15_plus,duration_care_of_household_adult_personal_care,duration_care_of_household_adult_accompanying,duration_care_of_child_other_household_personal_care_accompanying,duration_care_of_adult_other_household_personal_care,duration_care_of_adult_other_household_accompanying,duration_helping_relatives_friends_neighbours_acquaintances,duration_shopping_or_buying_goods,duration_shopping_for_services,duration_researching_for_goods_and_services,duration_selling_goods_or_services,duration_socializing_or_communicating_in_person,duration_socializing_or_communicating_using_technology,duration_organizational_activities,duration_volunteer_work,duration_religious_activities,duration_civic_participation,duration_exercising,duration_organized_recreational_sports,duration_competitive_sports_indoor_or_outdoor,duration_outdoor_sports_non_competitive,duration_outdoor_activities,duration_coaching_or_administering_sports,duration_attending_cinema_exhibitions_library_concerts_theatre,duration_attending_sporting_events,duration_visiting_museums_art_galleries_heritage_sites_zoos,duration_arts_and_hobbies,duration_leisure_activities,duration_reading_online_or_paper_version,duration_writing,duration_watching_television_or_videos,duration_listening_to_music_or_radio,duration_use_of_technology,duration_other_activity,duration_uncodable_unknown_activity,duration_social_contact_alone,duration_social_contact_spouse_partner,duration_social_contact_household_children_15,duration_social_contact_household_children_15_2,duration_social_contact_parents_or_parents_in_law,duration_social_contact_other_household_adults,duration_social_contact_family_members_from_other_households,duration_social_contact_friend_s,duration_social_contact_colleague_s_classmate_s,duration_social_contact_other_people,duration_social_contact_not_stated,duration_at_home_or_on_property,duration_at_place_of_work_or_school,duration_away_on_business,duration_at_someone_elses_home_or_property,duration_in_the_neighbourhood,duration_outside,duration_at_the_grocery_store_other_stores_or_mall,duration_at_a_library_museum_or_theater,duration_at_a_sports_centre_field_or_arena,duration_at_a_restaurant_bar_or_club,duration_at_a_place_of_worship,duration_at_a_medical_dental_or_other_clinic,duration_elsewhere,duration_travel_car_driver,duration_travel_car_passenger,duration_travel_walking,duration_travel_bus_include_street_car_and_metro,duration_travel_airplane,duration_travel_bicycle,duration_travel_taxi_limousine_service,duration_travel_boat_ferry,duration_travel_other,total_duration_in_minutes_location_not_stated,sleep_duration_in_minutes_the_first_night,diff_income
17999,958.4198,Female,Male,"$40,000 to $59,999","$140,000 or more",None,Two,All children 13 years of age and older,525,45,0,0,370,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,165,0,0,0,0,0,0,940,320,0,320,0,0,0,210,0,380,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,Ambiguous
18001,747.5806,Male,Female,"$60,000 to $79,999","$100,000 to $119,999",None,Three,All children 13 years of age and older,485,85,0,0,65,0,55,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,665,0,225,0,0,0,645,645,0,0,740,645,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,480,"$20,000 to $39,999"
18002,4232.9332,Male,Female,"Less than $20,000","$20,000 to $39,999",One,Two,NA,240,0,0,0,0,60,55,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,475,935,725,725,0,0,0,0,0,0,0,1295,0,0,0,0,30,0,0,0,60,0,0,0,25,0,0,0,0,0,0,0,0,30,480,"Less than $20,000"
18007,1729.9636,Male,Female,"$20,000 to $39,999","$40,000 to $59,999",One,One,All children under 5 years of age,420,10,0,30,0,190,170,340,0,10,0,0,60,45,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,345,420,105,0,0,0,0,0,570,0,0,700,570,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,390,"Less than $20,000"
18009,3917.9328,Male,Female,"$40,000 to $59,999","$40,000 to $59,999",One,Two,NA,505,15,0,0,30,65,125,0,0,0,0,0,0,0,0,0,0,200,0,30,175,0,0,0,0,10,105,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,125,0,0,480,720,435,340,145,0,0,0,0,0,0,1295,0,0,10,0,0,10,0,0,0,0,0,0,80,0,45,0,0,0,0,0,0,0,450,Same Income
18010,1826.8337,Male,Female,"Less than $20,000","$80,000 to $99,999",Three or more,Three,NA,560,40,0,0,45,45,390,90,0,0,0,0,0,0,0,0,0,20,0,0,0,30,30,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,555,750,300,0,0,0,0,0,135,0,0,630,0,375,0,0,0,0,0,45,0,0,0,0,390,0,0,0,0,0,0,0,0,0,420,"$60,000 to $79,999"
18011,1238.0485,Male,Female,"$60,000 to $79,999","$80,000 to $99,999",Three or more,Three,At least one child under 5 years of age but not all children,330,60,0,0,60,0,95,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,120,0,0,0,255,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,10,0,0,390,1020,740,0,0,0,0,365,0,130,0,790,0,0,245,0,0,130,0,0,60,120,0,0,95,0,0,0,0,0,0,0,0,0,510,"Less than $20,000"
18018,2279.1727,Male,Female,"$80,000 to $99,999","$100,000 to $119,999",Three or more,Four or more,At least one child under 5 years of age but not all children,450,60,0,0,0,60,140,455,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,60,0,0,265,660,60,0,0,0,0,0,455,665,0,760,530,0,0,0,0,0,0,0,10,0,0,0,140,0,0,0,0,0,0,0,0,0,420,"Less than $20,000"
18024,2475.9523,Female,Male,"$40,000 to $59,999","$140,000 or more",None,Two,No child under 19 years of age at home,475,10,0,0,0,55,345,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,175,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,745,0,745,0,0,0,695,0,0,0,745,0,0,0,0,0,165,0,0,30,0,0,155,0,345,0,0,0,0,0,0,0,0,495,Ambiguous
18037,1891.3546,Male,Female,"Less than $20,000","$20,000 to $39,999",Two,Two,All children between 5 and 12 years of age,515,10,0,0,0,15,95,450,0,0,0,60,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,60,60,0,90,45,610,645,165,0,0,0,0,0,110,0,0,790,555,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,50,0,NA,"Less than $20,000"
18050,194.8766,Male,Female,"$20,000 to $39,999","$60,000 to $79,999",Three or more,Three,All children between 5 and 12 years of age,420,110,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,690,690,0,0,0,0,0,750,0,0,690,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,"$20,000 to $39,999"
18058,1742.1589,Male,Female,"$120,000 or more","$140,000 or more",One,One,All children under 5 years of age,575,0,0,0,30,150,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,90,0,0,420,0,0,0,0,105,1335,730,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,90,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,480,Ambiguous
18062,400.1492,Male,Female,"$80,000 to $99,999","$100,000 to $119,999",Three or more,Four or more,At least one child under 5 years of age but not all children,510,30,0,0,90,40,295,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,10,0,0,0,135,0,0,0,0,0,0,0,0,0,0,155,0,120,0,0,0,0,0,0,0,0,0,0,60,795,615,0,0,0,0,120,0,155,0,850,0,0,0,0,0,10,0,275,0,0,0,10,295,0,0,0,0,0,0,0,0,0,420,"Less than $20,000"
18064,1419.0391,Female,Male,"$60,000 to $79,999","$140,000 or more",One,One,All children under 5 years of age,445,60,0,0,15,45,90,480,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,150,0,300,525,210,0,0,0,0,150,480,150,0,870,480,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,360,Ambiguous
18068,620.7426,Female,Male,"$20,000 to $39,999","$120,000 to $139,999",None,One,All children 13 years of age and older,600,150,0,0,30,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,80,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,60,0,0,1380,0,0,0,140,140,0,0,1095,0,0,0,0,0,165,0,140,0,0,0,0,40,0,0,0,0,0,0,0,0,0,570,"$80,000 to $99,999"
18072,3033.7779,Female,Male,"Less than $20,000","$80,000 to $99,999",One,One,All children under 5 years of age,660,30,0,0,70,60,0,0,0,0,0,0,0,0,0,0,0,150,0,270,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,1440,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,"$60,000 to $79,999"
18086,1700.6207,Female,Male,"$20,000 to $39,999","$80,000 to $99,999",None,Two,All children 13 years of age and older,445,30,0,0,0,0,70,715,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,15,1425,0,0,0,0,0,0,0,655,0,655,715,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20,420,"$40,000 to $59,999"
18091,5670.0852,Female,Male,"Less than $20,000","Less than $20,000",One,Two,At least one child under 5 years of age but not all children,630,60,0,0,90,30,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,510,930,300,300,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,Same Income
18095,261.5235,Male,Female,"$80,000 to $99,999","$80,000 to $99,999",Two,Two,All children between 5 and 12 years of age,480,120,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,810,630,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,Same Income
18105,2456.4757,Female,Male,"$40,000 to $59,999","$80,000 to $99,999",Two,Two,All children under 5 years of age,480,0,0,0,130,90,50,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,840,905,0,0,0,0,0,165,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,450,"$20,000 to $39,999"
18111,1384.7133,Male,Female,"$40,000 to $59,999","$100,000 to $119,999",Two,Two,All children between 5 and 12 years of age,600,60,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1335,735,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,"$40,000 to $59,999"
18113,178.3108,Female,Male,"$60,000 to $79,999","$80,000 to $99,999",None,Two,All children 13 years of age and older,350,70,0,0,110,105,20,455,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,135,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,60,0,0,60,0,190,720,0,240,0,0,0,60,515,15,0,875,515,0,0,30,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,360,"Less than $20,000"
18120,3852.0962,Female,Male,"$60,000 to $79,999","$100,000 to $119,999",One,Two,All children 13 years of age and older,465,120,0,0,60,105,90,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,870,870,750,0,0,0,0,0,0,0,870,480,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1230,"$20,000 to $39,999"
18125,941.1993,Female,Male,"$20,000 to $39,999","$120,000 to $139,999",Two,Two,NA,510,180,0,0,225,50,105,0,0,0,0,0,0,0,0,280,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,870,1035,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,390,"$80,000 to $99,999"
18134,2998.2682,Male,Female,"$120,000 or more","$140,000 or more",None,Three,No child under 19 years of age at home,660,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,180,0,0,0,0,420,840,0,360,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,Ambiguous
18147,3875.3273,Male,Female,"$60,000 to $79,999","$60,000 to $79,999",One,One,All children under 5 years of age,710,0,0,0,180,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,180,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1440,1260,0,0,0,210,210,0,0,0,1200,0,0,0,0,0,180,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,450,Same Income
18156,2023.7171,Female,Male,"$100,000 to $119,999","$140,000 or more",Two,Two,All children between 5 and 12 years of age,460,15,0,5,15,0,120,600,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,15,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,225,490,430,0,0,0,0,0,600,665,0,635,600,0,0,55,0,30,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,390,Ambiguous
18158,2219.0324,Male,Female,"$100,000 to $119,999","$100,000 to $119,999",Two,Two,At least one child under 5 years of age but not all children,450,60,0,0,0,60,120,600,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,120,690,60,0,0,0,0,0,630,120,0,690,630,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,450,Same Income
18168,648.6931,Male,Female,"$20,000 to $39,999","$60,000 to $79,999",One,One,All children between 5 and 12 years of age,535,25,0,0,0,75,40,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,85,790,200,0,0,0,0,0,565,40,0,800,565,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,35,520,"$20,000 to $39,999"
18171,2523.4091,Male,Female,"Less than $20,000","$20,000 to $39,999",None,One,No child under 19 years of age at home,570,20,0,0,30,70,100,540,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,730,710,0,0,0,0,0,0,0,0,0,730,610,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,555,"Less than $20,000"
18174,352.3546,Male,Female,"$40,000 to $59,999","$80,000 to $99,999",Two,Two,All children between 5 and 12 years of age,525,45,0,0,30,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30,0,40,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,1440,390,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,70,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,360,"$20,000 to $39,999"
18175,2518.7228,Male,Female,"$20,000 to $39,999","$80,000 to $99,999",None,One,No child under 19 years of age at home,420,0,0,0,35,60,90,420,0,0,0,0,0,0,0,0,0,45,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,60,0,0,800,640,0,0,0,0,0,0,0,0,0,930,420,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,NA,"$40,000 to $59,999"
18177,2669.9714,Female,Male,"$80,000 to $99,999","$140,000 or more",Two,Two,At least one child under 5 years of age but not all children,505,60,0,0,0,0,65,570,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,50,805,810,0,150,0,150,0,550,0,0,655,570,0,150,0,0,0,0,0,0,0,0,0,45,0,20,0,0,0,0,0,0,0,470,Ambiguous
18184,329.4704,Female,Male,"$20,000 to $39,999","$60,000 to $79,999",Three or more,Three,At least one child under 5 years of age but not all children,510,50,0,0,150,30,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,245,630,625,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,"$20,000 to $39,999"
18186,2400.1216,Female,Male,"Less than $20,000","$100,000 to $119,999",None,One,No child under 19 years of age at home,660,0,0,0,210,60,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,930,510,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,"$80,000 to $99,999"
18187,2396.5928,Female,Male,"Less than $20,000","$40,000 to $59,999",Three or more,Three,At least one child under 5 years of age but not all children,335,115,0,0,60,65,79,0,0,40,0,0,0,0,20,0,0,115,0,0,0,70,50,0,0,0,110,0,0,0,0,0,0,0,0,0,158,0,0,0,20,0,30,0,0,0,95,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,45,0,180,635,735,0,0,0,0,10,0,30,0,1193,0,0,0,10,0,158,0,0,0,0,0,0,59,0,20,0,0,0,0,0,0,0,285,"$20,000 to $39,999"
18188,1939.1842,Female,Male,"$60,000 to $79,999","$100,000 to $119,999",Two,Two,All children under 5 years of age,500,30,0,0,0,50,20,480,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,660,300,300,0,0,0,0,0,480,0,0,940,480,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,450,"$20,000 to $39,999"
18189,3743.5923,Female,Male,"$40,000 to $59,999","$120,000 to $139,999",One,One,All children under 5 years of age,450,30,0,0,0,105,140,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,30,0,0,240,600,290,0,0,0,0,0,550,0,0,820,480,0,0,0,0,0,0,0,0,0,0,0,10,0,25,105,0,0,0,0,0,0,480,"$60,000 to $79,999"
18192,4994.7123,Male,Female,"$40,000 to $59,999","$120,000 to $139,999",None,Two,No child under 19 years of age at home,480,30,0,0,0,230,95,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,295,1145,0,595,0,0,0,0,0,0,0,1055,0,0,0,0,0,60,0,0,230,0,0,0,95,0,0,0,0,0,0,0,0,0,510,"$60,000 to $79,999"
18214,764.0517,Male,Female,"$40,000 to $59,999","$80,000 to $99,999",One,One,All children 13 years of age and older,675,25,0,0,100,0,260,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,30,1020,810,0,0,0,120,0,300,15,0,860,240,0,0,0,0,60,0,20,0,0,0,0,200,60,0,0,0,0,0,0,0,0,1260,"$20,000 to $39,999"
18217,2132.4521,Female,Male,"$60,000 to $79,999","$140,000 or more",Two,Two,At least one child under 5 years of age but not all children,310,10,0,0,60,125,555,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,150,0,10,1340,1040,0,0,0,335,0,0,0,0,85,0,0,440,0,180,0,0,0,30,0,0,150,0,240,0,0,270,0,45,0,0,0,540,Ambiguous
18220,3461.8247,Male,Female,"$120,000 or more","$140,000 or more",Three or more,Four or more,NA,480,20,0,0,25,40,120,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,80,890,170,0,0,0,0,0,450,0,0,750,450,0,0,0,0,0,0,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,480,Ambiguous
18221,1824.7273,Female,Male,"$20,000 to $39,999","$80,000 to $99,999",One,One,All children under 5 years of age,450,135,0,0,45,60,85,460,0,0,0,45,0,0,90,0,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,705,355,0,0,0,0,0,505,255,0,840,515,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,480,"$40,000 to $59,999"
18223,8280.1612,Female,Male,"$80,000 to $99,999","$140,000 or more",None,Two,All children 13 years of age and older,455,20,0,0,45,25,60,495,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,30,0,0,130,485,0,480,0,0,0,0,525,0,0,835,525,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,420,Ambiguous
18225,2093.842,Male,Female,"$120,000 or more","$140,000 or more",Two,Two,NA,375,45,0,0,75,85,185,525,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,570,145,0,0,0,0,0,585,45,0,670,585,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,375,Ambiguous
18233,1713.3257,Female,Male,"$20,000 to $39,999","$80,000 to $99,999",None,One,All children 13 years of age and older,480,90,0,0,30,50,20,480,0,0,0,60,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,90,0,0,0,0,590,220,0,120,0,0,0,0,0,640,0,880,540,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,450,"$40,000 to $59,999"
18242,1197.485,Male,Female,"$40,000 to $59,999","$80,000 to $99,999",One,One,All children under 5 years of age,490,70,0,0,120,120,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,240,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1200,1370,0,0,0,0,0,0,300,0,1100,0,0,0,0,0,0,0,0,60,0,0,240,40,0,0,0,0,0,0,0,0,0,480,"$20,000 to $39,999"
